scenario,min_CFS_MPa,max_CFS_MPa,median_CFS_MPa,p95_abs_CFS_MPa,positive_grid_fraction,source_length_km,source_width_km,source_mean_slip_m
NP1_waveform,-1.760141145480028,0.6854611531495605,1.5841050700691637e-05,0.0015897206369145703,0.626964988858704,6.363687847033658,3.181843923516829,0.17316586258230401
NP2_auxiliary,-1.6634359071539284,1.9570945685711,1.5079385106274824e-05,0.001341495737660767,0.6309025976008058,6.363687847033658,3.181843923516829,0.17316586258230401
