event_id,origin_time,latitude,longitude,depth_km,event_magnitude,download_radius_km,velocity_model,n_polarities,azimuth_gap_deg,focal_solution_status,weighted_polarity_misfit,polarity_errors,NP1_strike,NP1_dip,NP1_rake,NP2_strike,NP2_dip,NP2_rake,Coulomb_source_Mw_assumed,assumed_stress_drop_MPa,effective_friction,receiver_depth_km,source_length_km,source_width_km,source_mean_slip_m
us6000tx9u,2026-09-24T07:40:58.138000Z,37.4736,38.8612,10.0,5.3,200.0,iasp91,5,207.65590099999997,EXPLORATORY_UNDERCONSTRAINED_AUTO,0.0,0,118.0,66.0,-50.0,233.86085327929746,45.587722683742726,-145.29147906417612,5.3,3.0,0.4,10.0,6.363687847033658,3.181843923516829,0.17316586258230401
